Week,Cost_Price,Selling_Price,Total_Inventory,Demand
6,1152.48,2590.84,1910,1063
7,1087.68,3510.0,1910,500
8,1374.0,3555.0,1910,503
9,1463.04,3630.0,1910,514
10,1410.24,3669.0,1910,520
11,1553.7599999999998,3734.0,1910,529
12,1582.3200000000002,3787.0,1910,535
13,1622.6399999999999,3845.0,1910,543
14,1690.3200000000002,3891.0,1857,550
15,1657.6799999999998,3891.0,1857,549
16,1602.2400000000002,3877.0,1857,548
17,1613.52,3814.0,1857,539
18,1813.1999999999998,3749.0,1857,529
19,1770.48,3688.0,1857,520
20,1687.92,3630.0,1857,513
21,1853.28,3561.0,1857,502
22,1870.8000000000002,3501.0,1857,1071
23,1879.1999999999998,3452.0,1857,1064
24,1904.3999999999999,3393.0,1857,1056
25,1881.3600000000001,3346.0,1857,1049
26,2037.12,3286.0,1857,1040
27,1957.6799999999998,3227.0,1796,1032
28,1850.88,3256.0,1796,1036
29,1930.08,3311.0,1796,1044
30,1983.84,3407.0,1796,1057
31,2066.64,3417.0,1796,1058
32,2041.1999999999998,3494.0,1796,1069
33,2036.3999999999999,3571.0,1796,502
34,1863.84,3620.0,1796,510
35,1931.7599999999998,3638.0,1796,512
36,2015.04,2834.8,1796,525
37,1799.28,3717.0,1796,524
38,1676.88,3721.0,1796,525
39,1825.92,3666.0,1796,516
40,1645.1999999999998,3617.0,1708,511
41,1511.76,3601.0,1708,510
42,1631.28,3594.0,1708,508
43,1659.84,3506.0,1708,1073
5,1015.44,2572.0,2107,941
6,924.24,1936.48,2107,938
7,958.3199999999999,2514.0,2107,934
8,1119.1200000000001,2561.0,2107,939
9,1116.0,2625.0,2107,949
10,1386.96,2667.0,2107,952
11,1309.92,2720.0,2107,960
12,1234.8000000000002,2732.0,2107,962
13,1494.48,2719.0,2030,959
14,1580.6399999999999,2770.0,2030,966
15,1591.6799999999998,2808.0,2030,971
16,1556.16,2795.0,2030,969
17,1617.84,2780.0,2030,966
18,1741.1999999999998,2835.0,2030,974
19,1794.72,2854.0,2030,976
20,1834.56,2826.0,2030,972
21,1930.56,2759.0,2030,961
22,1936.56,2705.0,2030,954
23,1930.3200000000002,2668.0,2030,949
24,2018.6399999999999,2637.0,2030,944
25,2024.16,2653.0,2030,946
26,1941.84,2669.0,2024,949
27,1931.52,2642.0,2024,945
28,1995.6000000000001,2623.0,2024,942
29,2000.6399999999999,2608.0,2024,939
30,1964.16,2640.0,2024,944
31,2091.84,2627.0,2024,942
32,2088.0,2692.0,2024,951
33,2079.6000000000004,2664.0,2024,947
34,2045.28,2619.0,2024,941
35,1949.04,2577.0,2024,936
36,1888.56,1949.4,2024,934
37,1970.6399999999999,2582.0,2024,936
38,1942.56,2624.0,2024,942
39,1725.3600000000001,2603.0,2037,940
40,1534.32,2633.0,2037,946
41,1612.3200000000002,2720.0,2037,958
42,1676.6399999999999,2725.0,2037,958
43,1671.3600000000001,2716.0,2037,957
44,1409.76,2689.0,2037,955
45,1430.6399999999999,2728.0,2037,960
46,1233.84,2771.0,2037,967
47,1548.48,2078.6,2037,960
48,1182.48,2708.0,2037,959
49,1111.92,2843.0,2037,979
50,1196.16,2869.0,2037,982
51,1255.92,2886.0,2037,984
52,1162.32,2236.68,2037,992
1,1158.48,2976.0,2012,997
2,849.5999999999999,2983.0,2012,1000
3,1056.96,3016.0,2012,1004
4,1051.92,3010.0,2012,1003
5,1014.48,2989.0,2012,1000
6,873.36,2296.72,2012,1006
7,1376.6399999999999,3045.0,2012,1006
8,1509.6,3065.0,2012,1008
9,1429.92,3288.0,2012,1040
10,1285.44,3459.0,2012,1066
11,1506.24,3488.0,2012,1069
12,1679.28,3473.0,2012,1065
13,1420.08,3524.0,1997,1074
14,1628.16,3622.0,1997,509
15,1710.48,3743.0,1997,525
16,1751.7599999999998,3807.0,1997,534
17,1728.72,3810.0,1997,534
18,1550.6399999999999,3906.0,1997,549
19,1815.3600000000001,3899.0,1997,547
20,1623.12,3907.0,1997,549
21,1865.28,3786.0,1997,530
22,1992.0,3699.0,1997,517
23,1995.12,3648.0,1997,510
24,2073.84,3637.0,1997,508
25,2005.92,3594.0,1997,502
26,2053.2,3524.0,2070,1070
27,2059.92,3480.0,2070,1064
28,2124.96,3575.0,2070,1077
29,2058.48,3651.0,2070,510
30,2083.92,3682.0,2070,514
31,2199.6000000000004,3684.0,2070,514
32,2178.2400000000002,3638.0,2070,508
33,2158.56,3554.0,2070,1074
34,2111.04,3523.0,2070,1069
35,2107.92,3533.0,2070,1071
36,1824.0,2694.96,2070,1075
37,1918.56,3526.0,2070,1071
38,1819.1999999999998,3467.0,2070,1063
39,1912.56,3355.0,2070,1046
40,1663.44,3285.0,2045,1038
41,1721.7599999999998,3274.0,2045,1036
42,1529.04,3353.0,2045,1049
43,1597.6799999999998,3372.0,2045,1051
44,1319.52,3332.0,2045,1047
45,1418.6399999999999,3297.0,2045,1041
46,1494.0,3308.0,2045,1042
47,1443.3600000000001,2459.36,2045,1032
48,1173.84,3172.0,2045,1025
49,1054.32,3158.0,2045,1024
50,1239.1200000000001,3159.0,2045,1023
51,1151.04,3112.0,2045,1017
52,1069.1999999999998,2378.04,2045,1019
1,1176.24,3157.0,1910,1023
2,1164.72,3261.0,1910,1038
3,1298.6399999999999,3268.0,1910,1038
4,1302.24,3290.0,1910,1041
5,1357.1999999999998,3360.0,1910,1051
6,1152.48,2590.84,1910,1059
7,1087.68,3510.0,1910,1074
8,1374.0,3555.0,1910,501
9,1463.04,3630.0,1910,511
10,1410.24,3669.0,1910,517
11,1553.7599999999998,3734.0,1910,525
12,1582.3200000000002,3787.0,1910,532
13,1622.6399999999999,3845.0,1910,540
14,1690.3200000000002,3891.0,1857,547
15,1657.6799999999998,3891.0,1857,547
16,1602.2400000000002,3877.0,1857,545
17,1613.52,3814.0,1857,536
18,1813.1999999999998,3749.0,1857,525
19,1770.48,3688.0,1857,517
20,1687.92,3630.0,1857,509
21,1853.28,3561.0,1857,1076
22,1870.8000000000002,3501.0,1857,1068
23,1879.1999999999998,3452.0,1857,1061
24,1904.3999999999999,3393.0,1857,1052
25,1881.3600000000001,3346.0,1857,1046
26,2037.12,3286.0,1857,1036
27,1957.6799999999998,3227.0,1796,1029
28,1850.88,3256.0,1796,1033
29,1930.08,3311.0,1796,1040
30,1983.84,3407.0,1796,1054
31,2066.64,3417.0,1796,1055
32,2041.1999999999998,3494.0,1796,1066
33,2036.3999999999999,3571.0,1796,1077
34,1863.84,3620.0,1796,507
35,1931.7599999999998,3638.0,1796,509
36,2015.04,2834.8,1796,522
37,1799.28,3717.0,1796,521
38,1676.88,3721.0,1796,522
39,1825.92,3666.0,1796,513
40,1645.1999999999998,3617.0,1708,508
41,1511.76,3601.0,1708,506
42,1631.28,3594.0,1708,505
43,1659.84,3506.0,1708,1070
5,1015.44,2572.0,2107,940
6,924.24,1936.48,2107,938
7,958.3199999999999,2514.0,2107,933
8,1119.1200000000001,2561.0,2107,938
9,1116.0,2625.0,2107,947
10,1386.96,2667.0,2107,951
11,1309.92,2720.0,2107,959
12,1234.8000000000002,2732.0,2107,961
13,1494.48,2719.0,2030,958
14,1580.6399999999999,2770.0,2030,965
15,1591.6799999999998,2808.0,2030,971
16,1556.16,2795.0,2030,969
17,1617.84,2780.0,2030,966
18,1741.1999999999998,2835.0,2030,974
19,1794.72,2854.0,2030,976
20,1834.56,2826.0,2030,972
21,1930.56,2759.0,2030,962
22,1936.56,2705.0,2030,954
23,1930.3200000000002,2668.0,2030,948
24,2018.6399999999999,2637.0,2030,943
25,2024.16,2653.0,2030,946
26,1941.84,2669.0,2024,948
27,1931.52,2642.0,2024,945
28,1995.6000000000001,2623.0,2024,941
29,2000.6399999999999,2608.0,2024,939
30,1964.16,2640.0,2024,944
31,2091.84,2627.0,2024,942
32,2088.0,2692.0,2024,951
33,2079.6000000000004,2664.0,2024,947
34,2045.28,2619.0,2024,940
35,1949.04,2577.0,2024,935
36,1888.56,1949.4,2024,934
37,1970.6399999999999,2582.0,2024,936
38,1942.56,2624.0,2024,942
39,1725.3600000000001,2603.0,2037,940
40,1534.32,2633.0,2037,946
41,1612.3200000000002,2720.0,2037,958
42,1676.6399999999999,2725.0,2037,958
43,1671.3600000000001,2716.0,2037,957
44,1409.76,2689.0,2037,954
45,1430.6399999999999,2728.0,2037,960
46,1233.84,2771.0,2037,967
47,1548.48,2078.6,2037,960
48,1182.48,2708.0,2037,959
49,1111.92,2843.0,2037,979
50,1196.16,2869.0,2037,982
51,1255.92,2886.0,2037,985
52,1162.32,2236.68,2037,992
1,1158.48,2976.0,2012,997
2,849.5999999999999,2983.0,2012,999
3,1056.96,3016.0,2012,1003
4,1051.92,3010.0,2012,1002
5,1014.48,2989.0,2012,999
6,873.36,2296.72,2012,1005
7,1376.6399999999999,3045.0,2012,1005
8,1509.6,3065.0,2012,1007
9,1429.92,3288.0,2012,1039
10,1285.44,3459.0,2012,1065
11,1506.24,3488.0,2012,1068
12,1679.28,3473.0,2012,1064
13,1420.08,3524.0,1997,1073
14,1628.16,3622.0,1997,508
15,1710.48,3743.0,1997,525
16,1751.7599999999998,3807.0,1997,534
17,1728.72,3810.0,1997,534
18,1550.6399999999999,3906.0,1997,549
19,1815.3600000000001,3899.0,1997,547
20,1623.12,3907.0,1997,549
21,1865.28,3786.0,1997,530
22,1992.0,3699.0,1997,517
23,1995.12,3648.0,1997,509
24,2073.84,3637.0,1997,507
25,2005.92,3594.0,1997,502
26,2053.2,3524.0,2070,1069
27,2059.92,3480.0,2070,1063
28,2124.96,3575.0,2070,1076
29,2058.48,3651.0,2070,509
30,2083.92,3682.0,2070,514
31,2199.6000000000004,3684.0,2070,513
32,2178.2400000000002,3638.0,2070,507
33,2158.56,3554.0,2070,1073
34,2111.04,3523.0,2070,1069
35,2107.92,3533.0,2070,1070
36,1824.0,2694.96,2070,1074
37,1918.56,3526.0,2070,1071
38,1819.1999999999998,3467.0,2070,1063
39,1912.56,3355.0,2070,1046
40,1663.44,3285.0,2045,1038
41,1721.7599999999998,3274.0,2045,1036
42,1529.04,3353.0,2045,1048
43,1597.6799999999998,3372.0,2045,1050
44,1319.52,3332.0,2045,1046
45,1418.6399999999999,3297.0,2045,1041
46,1494.0,3308.0,2045,1042
47,1443.3600000000001,2459.36,2045,1032
48,1173.84,3172.0,2045,1025
49,1054.32,3158.0,2045,1024
50,1239.1200000000001,3159.0,2045,1023
51,1151.04,3112.0,2045,1018
52,1069.1999999999998,2378.04,2045,1019
1,1176.24,3157.0,1910,1022
2,1164.72,3261.0,1910,1037
3,1298.6399999999999,3268.0,1910,1037
4,1302.24,3290.0,1910,1040
5,1357.1999999999998,3360.0,1910,1050
6,1152.48,2590.84,1910,1058
7,1087.68,3510.0,1910,1073
8,1374.0,3555.0,1910,500
9,1463.04,3630.0,1910,510
10,1410.24,3669.0,1910,516
11,1553.7599999999998,3734.0,1910,524
12,1582.3200000000002,3787.0,1910,532
13,1622.6399999999999,3845.0,1910,540
14,1690.3200000000002,3891.0,1857,546
15,1657.6799999999998,3891.0,1857,546
16,1602.2400000000002,3877.0,1857,545
17,1613.52,3814.0,1857,535
18,1813.1999999999998,3749.0,1857,525
19,1770.48,3688.0,1857,517
20,1687.92,3630.0,1857,509
21,1853.28,3561.0,1857,1076
22,1870.8000000000002,3501.0,1857,1067
23,1879.1999999999998,3452.0,1857,1060
24,1904.3999999999999,3393.0,1857,1052
25,1881.3600000000001,3346.0,1857,1045
26,2037.12,3286.0,1857,1036
27,1957.6799999999998,3227.0,1796,1028
28,1850.88,3256.0,1796,1032
29,1930.08,3311.0,1796,1040
30,1983.84,3407.0,1796,1053
31,2066.64,3417.0,1796,1054
32,2041.1999999999998,3494.0,1796,1065
33,2036.3999999999999,3571.0,1796,1076
34,1863.84,3620.0,1796,506
35,1931.7599999999998,3638.0,1796,508
36,2015.04,2834.8,1796,521
37,1799.28,3717.0,1796,520
38,1676.88,3721.0,1796,522
39,1825.92,3666.0,1796,513
40,1645.1999999999998,3617.0,1708,507
41,1511.76,3601.0,1708,505
42,1631.28,3594.0,1708,504
43,1659.84,3506.0,1708,1069
5,1015.44,2572.0,2107,950
6,924.24,1936.48,2107,948
7,958.3199999999999,2514.0,2107,942
8,1119.1200000000001,2561.0,2107,947
9,1116.0,2625.0,2107,955
10,1386.96,2667.0,2107,956
11,1309.92,2720.0,2107,967
12,1234.8000000000002,2732.0,2107,967
13,1494.48,2719.0,2030,967
14,1580.6399999999999,2770.0,2030,972
15,1591.6799999999998,2808.0,2030,978
16,1556.16,2795.0,2030,976
17,1617.84,2780.0,2030,974
18,1741.1999999999998,2835.0,2030,984
19,1794.72,2854.0,2030,984
20,1834.56,2826.0,2030,980
21,1930.56,2759.0,2030,969
22,1936.56,2705.0,2030,964
23,1930.3200000000002,2668.0,2030,958
24,2018.6399999999999,2637.0,2030,953
25,2024.16,2653.0,2030,955
26,1941.84,2669.0,2024,960
27,1931.52,2642.0,2024,954
28,1995.6000000000001,2623.0,2024,951
29,2000.6399999999999,2608.0,2024,948
30,1964.16,2640.0,2024,955
31,2091.84,2627.0,2024,955
32,2088.0,2692.0,2024,959
33,2079.6000000000004,2664.0,2024,956
34,2045.28,2619.0,2024,950
35,1949.04,2577.0,2024,949
36,1888.56,1949.4,2024,945
37,1970.6399999999999,2582.0,2024,946
38,1942.56,2624.0,2024,952
39,1725.3600000000001,2603.0,2037,953
40,1534.32,2633.0,2037,958
41,1612.3200000000002,2720.0,2037,967
42,1676.6399999999999,2725.0,2037,968
43,1671.3600000000001,2716.0,2037,967
44,1409.76,2689.0,2037,969
45,1430.6399999999999,2728.0,2037,970
46,1233.84,2771.0,2037,976
47,1548.48,2078.6,2037,971
48,1182.48,2708.0,2037,973
49,1111.92,2843.0,2037,990
50,1196.16,2869.0,2037,992
51,1255.92,2886.0,2037,996
52,1162.32,2236.68,2037,1002
1,1158.48,2976.0,2012,1009
2,849.5999999999999,2983.0,2012,1009
3,1056.96,3016.0,2012,1012
4,1051.92,3010.0,2012,1014
5,1014.48,2989.0,2012,1016
6,873.36,2296.72,2012,1019
7,1376.6399999999999,3045.0,2012,1020
8,1509.6,3065.0,2012,1020
9,1429.92,3288.0,2012,1054
10,1285.44,3459.0,2012,1076
11,1506.24,3488.0,2012,500
12,1679.28,3473.0,2012,1074
13,1420.08,3524.0,1997,507
14,1628.16,3622.0,1997,518
15,1710.48,3743.0,1997,534
16,1751.7599999999998,3807.0,1997,542
17,1728.72,3810.0,1997,543
18,1550.6399999999999,3906.0,1997,560
19,1815.3600000000001,3899.0,1997,556
20,1623.12,3907.0,1997,556
21,1865.28,3786.0,1997,539
22,1992.0,3699.0,1997,528
23,1995.12,3648.0,1997,519
24,2073.84,3637.0,1997,517
25,2005.92,3594.0,1997,511
26,2053.2,3524.0,2070,503
27,2059.92,3480.0,2070,1074
28,2124.96,3575.0,2070,508
29,2058.48,3651.0,2070,519
30,2083.92,3682.0,2070,523
31,2199.6000000000004,3684.0,2070,525
32,2178.2400000000002,3638.0,2070,515
33,2158.56,3554.0,2070,505
34,2111.04,3523.0,2070,501
35,2107.92,3533.0,2070,504
36,1824.0,2694.96,2070,507
37,1918.56,3526.0,2070,502
38,1819.1999999999998,3467.0,2070,1072
39,1912.56,3355.0,2070,1057
40,1663.44,3285.0,2045,1052
41,1721.7599999999998,3274.0,2045,1045
42,1529.04,3353.0,2045,1058
43,1597.6799999999998,3372.0,2045,1060
44,1319.52,3332.0,2045,1060
45,1418.6399999999999,3297.0,2045,1051
46,1494.0,3308.0,2045,1052
47,1443.3600000000001,2459.36,2045,1043
48,1173.84,3172.0,2045,1037
49,1054.32,3158.0,2045,1035
50,1239.1200000000001,3159.0,2045,1033
51,1151.04,3112.0,2045,1028
52,1069.1999999999998,2378.04,2045,1030
1,1176.24,3157.0,1910,1036
2,1164.72,3261.0,1910,1046
3,1298.6399999999999,3268.0,1910,1047
4,1302.24,3290.0,1910,1051
5,1357.1999999999998,3360.0,1910,1065
6,1152.48,2590.84,1910,1072
7,1087.68,3510.0,1910,507
8,1374.0,3555.0,1910,511
9,1463.04,3630.0,1910,523
10,1410.24,3669.0,1910,528
11,1553.7599999999998,3734.0,1910,534
12,1582.3200000000002,3787.0,1910,541
13,1622.6399999999999,3845.0,1910,549
14,1690.3200000000002,3891.0,1857,558
15,1657.6799999999998,3891.0,1857,555
16,1602.2400000000002,3877.0,1857,553
17,1613.52,3814.0,1857,544
18,1813.1999999999998,3749.0,1857,537
19,1770.48,3688.0,1857,526
20,1687.92,3630.0,1857,519
21,1853.28,3561.0,1857,508
22,1870.8000000000002,3501.0,1857,501
23,1879.1999999999998,3452.0,1857,1073
24,1904.3999999999999,3393.0,1857,1063
25,1881.3600000000001,3346.0,1857,1056
26,2037.12,3286.0,1857,1048
27,1957.6799999999998,3227.0,1796,1042
28,1850.88,3256.0,1796,1043
29,1930.08,3311.0,1796,1051
30,1983.84,3407.0,1796,1064
31,2066.64,3417.0,1796,1068
32,2041.1999999999998,3494.0,1796,1076
33,2036.3999999999999,3571.0,1796,508
34,1863.84,3620.0,1796,516
35,1931.7599999999998,3638.0,1796,520
36,2015.04,2834.8,1796,532
37,1799.28,3717.0,1796,530
38,1676.88,3721.0,1796,532
39,1825.92,3666.0,1796,523
40,1645.1999999999998,3617.0,1708,522
41,1511.76,3601.0,1708,515
42,1631.28,3594.0,1708,514
43,1659.84,3506.0,1708,502
5,1015.44,2572.0,2107,963
6,924.24,1936.48,2107,961
7,958.3199999999999,2514.0,2107,955
8,1119.1200000000001,2561.0,2107,959
9,1116.0,2625.0,2107,970
10,1386.96,2667.0,2107,972
11,1309.92,2720.0,2107,981
12,1234.8000000000002,2732.0,2107,981
13,1494.48,2719.0,2030,980
14,1580.6399999999999,2770.0,2030,986
15,1591.6799999999998,2808.0,2030,990
16,1556.16,2795.0,2030,987
17,1617.84,2780.0,2030,984
18,1741.1999999999998,2835.0,2030,994
19,1794.72,2854.0,2030,995
20,1834.56,2826.0,2030,990
21,1930.56,2759.0,2030,981
22,1936.56,2705.0,2030,975
23,1930.3200000000002,2668.0,2030,971
24,2018.6399999999999,2637.0,2030,966
25,2024.16,2653.0,2030,967
26,1941.84,2669.0,2024,971
27,1931.52,2642.0,2024,967
28,1995.6000000000001,2623.0,2024,962
29,2000.6399999999999,2608.0,2024,960
30,1964.16,2640.0,2024,964
31,2091.84,2627.0,2024,964
32,2088.0,2692.0,2024,972
33,2079.6000000000004,2664.0,2024,967
34,2045.28,2619.0,2024,961
35,1949.04,2577.0,2024,959
36,1888.56,1949.4,2024,957
37,1970.6399999999999,2582.0,2024,958
38,1942.56,2624.0,2024,962
39,1725.3600000000001,2603.0,2037,962
40,1534.32,2633.0,2037,968
41,1612.3200000000002,2720.0,2037,980
42,1676.6399999999999,2725.0,2037,977
43,1671.3600000000001,2716.0,2037,976
44,1409.76,2689.0,2037,976
45,1430.6399999999999,2728.0,2037,982
46,1233.84,2771.0,2037,990
47,1548.48,2078.6,2037,986
48,1182.48,2708.0,2037,979
49,1111.92,2843.0,2037,999
50,1196.16,2869.0,2037,1004
51,1255.92,2886.0,2037,1011
52,1162.32,2236.68,2037,1010
1,1158.48,2976.0,2012,1017
2,849.5999999999999,2983.0,2012,1021
3,1056.96,3016.0,2012,1022
4,1051.92,3010.0,2012,1021
5,1014.48,2989.0,2012,1022
6,873.36,2296.72,2012,1025
7,1376.6399999999999,3045.0,2012,1024
8,1509.6,3065.0,2012,1025
9,1429.92,3288.0,2012,1058
10,1285.44,3459.0,2012,504
11,1506.24,3488.0,2012,507
12,1679.28,3473.0,2012,503
13,1420.08,3524.0,1997,512
14,1628.16,3622.0,1997,526
15,1710.48,3743.0,1997,542
16,1751.7599999999998,3807.0,1997,550
17,1728.72,3810.0,1997,549
18,1550.6399999999999,3906.0,1997,566
19,1815.3600000000001,3899.0,1997,562
20,1623.12,3907.0,1997,563
21,1865.28,3786.0,1997,545
22,1992.0,3699.0,1997,534
23,1995.12,3648.0,1997,528
24,2073.84,3637.0,1997,525
25,2005.92,3594.0,1997,518
26,2053.2,3524.0,2070,509
27,2059.92,3480.0,2070,503
28,2124.96,3575.0,2070,516
29,2058.48,3651.0,2070,526
30,2083.92,3682.0,2070,529
31,2199.6000000000004,3684.0,2070,531
32,2178.2400000000002,3638.0,2070,526
33,2158.56,3554.0,2070,514
34,2111.04,3523.0,2070,508
35,2107.92,3533.0,2070,512
36,1824.0,2694.96,2070,516
37,1918.56,3526.0,2070,513
38,1819.1999999999998,3467.0,2070,503
39,1912.56,3355.0,2070,1065
40,1663.44,3285.0,2045,1060
41,1721.7599999999998,3274.0,2045,1057
42,1529.04,3353.0,2045,1068
43,1597.6799999999998,3372.0,2045,1069
44,1319.52,3332.0,2045,1068
45,1418.6399999999999,3297.0,2045,1063
46,1494.0,3308.0,2045,1064
47,1443.3600000000001,2459.36,2045,1058
48,1173.84,3172.0,2045,1045
49,1054.32,3158.0,2045,1046
50,1239.1200000000001,3159.0,2045,1046
51,1151.04,3112.0,2045,1045
52,1069.1999999999998,2378.04,2045,1038
1,1176.24,3157.0,1910,1045
2,1164.72,3261.0,1910,1059
3,1298.6399999999999,3268.0,1910,1058
4,1302.24,3290.0,1910,1060
5,1357.1999999999998,3360.0,1910,1071
6,1152.48,2590.84,1910,501
7,1087.68,3510.0,1910,515
8,1374.0,3555.0,1910,518
9,1463.04,3630.0,1910,529
10,1410.24,3669.0,1910,535
11,1553.7599999999998,3734.0,1910,544
12,1582.3200000000002,3787.0,1910,549
13,1622.6399999999999,3845.0,1910,556
14,1690.3200000000002,3891.0,1857,566
15,1657.6799999999998,3891.0,1857,563
16,1602.2400000000002,3877.0,1857,561
17,1613.52,3814.0,1857,552
18,1813.1999999999998,3749.0,1857,543
19,1770.48,3688.0,1857,535
20,1687.92,3630.0,1857,527
21,1853.28,3561.0,1857,516
22,1870.8000000000002,3501.0,1857,508
23,1879.1999999999998,3452.0,1857,503
24,1904.3999999999999,3393.0,1857,1073
25,1881.3600000000001,3346.0,1857,1064
26,2037.12,3286.0,1857,1055
27,1957.6799999999998,3227.0,1796,1051
28,1850.88,3256.0,1796,1053
29,1930.08,3311.0,1796,1060
30,1983.84,3407.0,1796,1071
31,2066.64,3417.0,1796,1074
32,2041.1999999999998,3494.0,1796,507
33,2036.3999999999999,3571.0,1796,518
34,1863.84,3620.0,1796,524
35,1931.7599999999998,3638.0,1796,527
36,2015.04,2834.8,1796,541
37,1799.28,3717.0,1796,539
38,1676.88,3721.0,1796,540
39,1825.92,3666.0,1796,530
40,1645.1999999999998,3617.0,1708,528
41,1511.76,3601.0,1708,526
42,1631.28,3594.0,1708,523
43,1659.84,3506.0,1708,510
5,1015.44,2572.0,2107,958
6,924.24,1936.48,2107,957
7,958.3199999999999,2514.0,2107,951
8,1119.1200000000001,2561.0,2107,955
9,1116.0,2625.0,2107,965
10,1386.96,2667.0,2107,969
11,1309.92,2720.0,2107,977
12,1234.8000000000002,2732.0,2107,977
13,1494.48,2719.0,2030,974
14,1580.6399999999999,2770.0,2030,981
15,1591.6799999999998,2808.0,2030,987
16,1556.16,2795.0,2030,984
17,1617.84,2780.0,2030,981
18,1741.1999999999998,2835.0,2030,991
19,1794.72,2854.0,2030,993
20,1834.56,2826.0,2030,987
21,1930.56,2759.0,2030,976
22,1936.56,2705.0,2030,970
23,1930.3200000000002,2668.0,2030,968
24,2018.6399999999999,2637.0,2030,962
25,2024.16,2653.0,2030,962
26,1941.84,2669.0,2024,965
27,1931.52,2642.0,2024,964
28,1995.6000000000001,2623.0,2024,961
29,2000.6399999999999,2608.0,2024,957
30,1964.16,2640.0,2024,960
31,2091.84,2627.0,2024,961
32,2088.0,2692.0,2024,970
33,2079.6000000000004,2664.0,2024,964
34,2045.28,2619.0,2024,957
35,1949.04,2577.0,2024,954
36,1888.56,1949.4,2024,954
37,1970.6399999999999,2582.0,2024,955
38,1942.56,2624.0,2024,958
39,1725.3600000000001,2603.0,2037,957
40,1534.32,2633.0,2037,965
41,1612.3200000000002,2720.0,2037,976
42,1676.6399999999999,2725.0,2037,973
43,1671.3600000000001,2716.0,2037,972
44,1409.76,2689.0,2037,971
45,1430.6399999999999,2728.0,2037,978
46,1233.84,2771.0,2037,984
47,1548.48,2078.6,2037,976
48,1182.48,2708.0,2037,973
49,1111.92,2843.0,2037,995
50,1196.16,2869.0,2037,998
51,1255.92,2886.0,2037,1000
52,1162.32,2236.68,2037,1005
1,1158.48,2976.0,2012,1014
2,849.5999999999999,2983.0,2012,1017
3,1056.96,3016.0,2012,1018
4,1051.92,3010.0,2012,1016
5,1014.48,2989.0,2012,1017
6,873.36,2296.72,2012,1023
7,1376.6399999999999,3045.0,2012,1021
8,1509.6,3065.0,2012,1022
9,1429.92,3288.0,2012,1055
10,1285.44,3459.0,2012,502
11,1506.24,3488.0,2012,505
12,1679.28,3473.0,2012,1077
13,1420.08,3524.0,1997,508
14,1628.16,3622.0,1997,523
15,1710.48,3743.0,1997,539
16,1751.7599999999998,3807.0,1997,546
17,1728.72,3810.0,1997,545
18,1550.6399999999999,3906.0,1997,562
19,1815.3600000000001,3899.0,1997,560
20,1623.12,3907.0,1997,560
21,1865.28,3786.0,1997,541
22,1992.0,3699.0,1997,530
23,1995.12,3648.0,1997,525
24,2073.84,3637.0,1997,521
25,2005.92,3594.0,1997,514
26,2053.2,3524.0,2070,505
27,2059.92,3480.0,2070,500
28,2124.96,3575.0,2070,514
29,2058.48,3651.0,2070,523
30,2083.92,3682.0,2070,525
31,2199.6000000000004,3684.0,2070,527
32,2178.2400000000002,3638.0,2070,522
33,2158.56,3554.0,2070,510
34,2111.04,3523.0,2070,504
35,2107.92,3533.0,2070,506
36,1824.0,2694.96,2070,511
37,1918.56,3526.0,2070,508
38,1819.1999999999998,3467.0,2070,1076
39,1912.56,3355.0,2070,1059
40,1663.44,3285.0,2045,1054
41,1721.7599999999998,3274.0,2045,1052
42,1529.04,3353.0,2045,1062
43,1597.6799999999998,3372.0,2045,1063
44,1319.52,3332.0,2045,1061
45,1418.6399999999999,3297.0,2045,1056
46,1494.0,3308.0,2045,1057
47,1443.3600000000001,2459.36,2045,1046
48,1173.84,3172.0,2045,1038
49,1054.32,3158.0,2045,1040
50,1239.1200000000001,3159.0,2045,1038
51,1151.04,3112.0,2045,1033
52,1069.1999999999998,2378.04,2045,1030
1,1176.24,3157.0,1910,1039
2,1164.72,3261.0,1910,1054
3,1298.6399999999999,3268.0,1910,1053
4,1302.24,3290.0,1910,1054
5,1357.1999999999998,3360.0,1910,1065
6,1152.48,2590.84,1910,1075
7,1087.68,3510.0,1910,511
8,1374.0,3555.0,1910,513
9,1463.04,3630.0,1910,524
10,1410.24,3669.0,1910,531
11,1553.7599999999998,3734.0,1910,539
12,1582.3200000000002,3787.0,1910,544
13,1622.6399999999999,3845.0,1910,552
14,1690.3200000000002,3891.0,1857,561
15,1657.6799999999998,3891.0,1857,560
16,1602.2400000000002,3877.0,1857,558
17,1613.52,3814.0,1857,547
18,1813.1999999999998,3749.0,1857,539
19,1770.48,3688.0,1857,531
20,1687.92,3630.0,1857,523
21,1853.28,3561.0,1857,511
22,1870.8000000000002,3501.0,1857,503
23,1879.1999999999998,3452.0,1857,1077
24,1904.3999999999999,3393.0,1857,1069
25,1881.3600000000001,3346.0,1857,1059
26,2037.12,3286.0,1857,1049
27,1957.6799999999998,3227.0,1796,1046
28,1850.88,3256.0,1796,1050
29,1930.08,3311.0,1796,1055
30,1983.84,3407.0,1796,1066
31,2066.64,3417.0,1796,1069
32,2041.1999999999998,3494.0,1796,503
33,2036.3999999999999,3571.0,1796,514
34,1863.84,3620.0,1796,519
35,1931.7599999999998,3638.0,1796,521
36,2015.04,2834.8,1796,536
37,1799.28,3717.0,1796,535
